UserId,Date,Time,Operator,Transaction_type,Direction,Amount,Currency,New_balance,Anonymized_Content
USER_1,2024-01-30,10:44:42,MobileMoney,transaction,OUT,13000.0,XAF,4325.0,"Une transaction de 13000 XAF effectue par Maviance  ([PHONE_1013]) sur votre compte d'argent mobile s'est terminee ave success a 2024-01-30 10:44:40. Le montant faisait l'objet d'une remise de 0 et de bons de reduction d'une valeur de 0. Message du destinataire du debit : . Votre nouveau solde : 4325 XAF. Les frais s'elevaient a 260 XAF, les frais de fidelite a 0 et la recompense de fidelite 0. Identifiant de transaction financiere : [PHONE_7861]. Id de transaction externe : 99999170660786000036133528264745. Avec MoMo, tentez de recevoir jusqu'a 25000F en effectuant un paiement d'au moins 5000F dans un point marchand via *126# ou MoMo App. Pour plus d'info, appel au 8787 ou Whatsapp [PHONE_8786]"
USER_1,2024-02-12,11:46:14,MobileMoney,paiement,OUT,250.0,XAF,4075.0,"Votre paiement de 250 XAF a MTNC AIRTIME a ete effectue le 2024-02-12 11:46:13. Votre nouveau solde: 4075 XAF. Frais: 0 XAF. Message: -. Transaction Id: [PHONE_1157]. MILLION T'APPELLE! Chaque semaine, 10 MILLIONNAIRES dans les 10 regions du pays et +de 237 gagnants de 100kolo. Tape *237# et DEBLOQUE-le. Pour plus d'info, appel au 8787 ou WhatsApp [PHONE_8787]."
USER_1,2024-02-22,21:12:59,MobileMoney,transfert,IN,10200.0,XAF,14275.0,Vous avez recu 10200 XAF de [CONTACT_A8DC] ([PHONE_1135]) sur votre compte mobile money à 2024-02-22 21:12:48. Message de l'expéditeur: cotisation . Votre nouveau solde: 14275 XAF. FRAIS: FCFA 0. Financial Transaction Id: [PHONE_2726].
USER_1,2024-02-23,09:39:41,MobileMoney,transfert,IN,15500.0,XAF,29775.0,Vous avez recu 15500 XAF de MARIE [CONTACT_0AE1] ([PHONE_6889]) sur votre compte mobile money à 2024-02-23 09:39:40. Message de l'expéditeur: 1111. Votre nouveau solde: 29775 XAF. FRAIS: FCFA 0. Financial Transaction Id: [PHONE_5970].
USER_1,2024-02-23,17:01:03,MobileMoney,retrait,OUT,25000.0,FCFA,4275.0,"Vous avez effectue avec succes le retrait de 25000 FCFA de votre compte mobi[CONTACT_D918] money, chez  [CONTACT_D918] 2024-02-23 17:00:26. Votre nouveau solde est de:4275 FCFA. Transaction Id: [PHONE_1152]. Profitez jusqu'a 200 Mo de BONUS en envoyant de l'argent a tous les operateurs avec l'application MoMo. Telechargez l'application ici sur onelink.to/8738x9. Plus d'infos au 8787 ou WhatsApp [PHONE_8787]."
USER_1,2024-02-28,14:46:13,MobileMoney,transfert,OUT,4100.0,FCFA,125.0,Transfert de 4100 FCFA effectue avec succes a [CONTACT_136E] ([PHONE_5911]) le 2024-02-28 14:46:12. FRAIS 50 FCFA. transaction Id: [PHONE_5919]. Reference: 1. Nouveau solde est: 125 FCFA.  Profitez jusqu'a 200 Mo de BONUS en envoyant de l'argent a tous les operateurs avec l'application MoMo. Telechargez l'application ici sur onelink.to/8738x9. Plus d'infos au 8787 ou WhatsApp [PHONE_8787].
USER_1,2024-02-28,20:07:37,MobileMoney,transaction,OUT,100.0,XAF,25.0,"Une transaction de 100 XAF effectue par MTNC BUNDLES_FORFAITS   (MTN_Bundles) sur votre compte d'argent mobile s'est terminee ave success a 2024-02-28 20:07:35. Le montant faisait l'objet d'une remise de 0 et de bons de reduction d'une valeur de 0. Message du destinataire du debit : . Votre nouveau solde : 25 XAF. Les frais s'elevaient a 0 XAF, les frais de fidelite a 0 et la recompense de fidelite 0. Identifiant de transaction financiere : [PHONE_2810]. Id de transaction externe : 8497546223626544248. Profitez jusqu'a 200 Mo de BONUS en effectuant au moins une transaction sur l'application MoMo. Telechargez l'appli sur onelink.to/8738x9. Pour plus d'info, appel au 8787 ou WhatsApp [PHONE_8787]"
USER_1,2024-03-01,06:47:39,MobileMoney,transfert,IN,15500.0,XAF,15525.0,Vous avez recu 15500 XAF de MARIE [CONTACT_0AE1] ([PHONE_6889]) sur votre compte mobile money à 2024-03-01 06:47:38. Message de l'expéditeur: 1111. Votre nouveau solde: 15525 XAF. FRAIS: FCFA 0. Financial Transaction Id: [PHONE_5934].
USER_1,2024-03-21,15:30:22,MobileMoney,transfert,IN,3100.0,XAF,3325.0,Vous avez recu 3100 XAF de [CONTACT_CDF2] ([PHONE_4544]) sur votre compte mobile money à 2024-03-21 15:30:22. Message de l'expéditeur: 1. Votre nouveau solde: 3325 XAF. FRAIS: FCFA 0. Financial Transaction Id: [PHONE_4982].
USER_1,2024-04-03,11:56:54,MobileMoney,transfert,IN,4000.0,XAF,38025.0,Vous avez recu 4000 XAF de [CONTACT_A14D] ([PHONE_3120]) sur votre compte mobile money à 2024-04-03 11:16:53. Message de l'expéditeur: transfert . Votre nouveau solde: 38025 XAF. FRAIS: FCFA 0. Financial Transaction Id: [PHONE_0544].
USER_1,2024-04-03,11:57:24,MobileMoney,transfert,IN,30700.0,XAF,34025.0,Vous avez recu 30700 XAF de [CONTACT_A14D] ([PHONE_3120]) sur votre compte mobile money à 2024-04-03 11:01:59. Message de l'expéditeur: transfert . Votre nouveau solde: 34025 XAF. FRAIS: FCFA 0. Financial Transaction Id: [PHONE_9421].
USER_1,2024-05-08,15:07:55,MobileMoney,transfert,IN,100.0,XAF,3445.0,An adjustment has been made and 100 XAF has been added to your mobile money account 93142019 at 2024-05-08 15:07:54. Message: MOMO GIFT CAMPAIGN. Your new balance: 3445 XAF. Financial Transaction Id: [PHONE_5543].
USER_1,2024-05-28,16:47:33,MobileMoney,retrait,OUT,100.0,XAF,3345.0,An adjustment has been made and 100 XAF has been withdrawn from your mobile money account 93142019 at 2024-05-28 16:47:31. Your new balance: 3345 XAF. Message: MOMO GIFT CAMPAIGN RECOVERY. Financial Transaction Id: [PHONE_3777].
USER_1,2024-06-02,09:53:09,MobileMoney,transfert,OUT,3000.0,FCFA,295.0,Transfert de 3000 FCFA effectue avec succes a [CONTACT_136E] ([PHONE_5911]) le 2024-06-02 09:53:08. FRAIS 50 FCFA. transaction Id: [PHONE_5835]. Reference: 1. Nouveau solde est: 295 FCFA.  Profitez jusqu'a 200 Mo de BONUS en envoyant de l'argent a tous les operateurs avec l'application MoMo. Telechargez l'application ici sur onelink.to/8738x9. Plus d'infos au 8787 ou WhatsApp [PHONE_8787].
USER_1,2024-06-06,17:59:07,MobileMoney,transfert,IN,3000.0,XAF,3295.0,Vous avez recu 3000 XAF de [CONTACT_136E] ([PHONE_5911]) sur votre compte mobile money à 2024-06-06 17:59:06. Message de l'expéditeur: 1. Votre nouveau solde: 3295 XAF. FRAIS: FCFA 0. Financial Transaction Id: [PHONE_8569].
USER_1,2024-07-17,19:24:13,MobileMoney,transfert,IN,10000.0,XAF,13295.0,Vous avez recu 10000 XAF de [CONTACT_A814] ([PHONE_9969]) sur votre compte mobile money à 2024-07-17 19:24:12. Message de l'expéditeur: cash. Votre nouveau solde: 13295 XAF. FRAIS: FCFA 0. Financial Transaction Id: [PHONE_7217].
USER_1,2024-07-25,11:08:19,MobileMoney,transfert,OUT,10200.0,FCFA,3044.0,Transfert de 10200 FCFA effectue avec succes a finance christelle pokam ([PHONE_1484]) le 2024-07-25 11:08:18. FRAIS 51 FCFA. transaction Id: [PHONE_8759]. Reference: 0. Nouveau solde est: 3044 FCFA.  Profitez jusqu'a 200 Mo de BONUS en envoyant de l'argent a tous les operateurs avec l'application MoMo. Telechargez l'application ici sur onelink.to/8738x9. Plus d'infos au 8787 ou WhatsApp [PHONE_8787].
USER_1,2024-08-13,11:27:55,MobileMoney,transfert,OUT,500.0,FCFA,2494.0,"Transfert de 500 FCFA effectue avec succes a [CONTACT_136E] ([PHONE_5911]) le 2024-08-13 11:27:55. FRAIS 50 FCFA. transaction Id: [PHONE_3715]. Reference: 1. Nouveau solde est: 2494 FCFA. Profitez du Paiement avec MoMo a ZERO Frais (Achats, Factures, Scolarite MINESEC) et tentez de gagner un MoMoSoukoul : Un Sac toutes les 5 minutes, 50.000F toutes les  heures ou 100.000F toutes les semaines pour tout paiement minimum de 2.500F ! Plus d'infos au 8787 ou WhatsApp [PHONE_8787]"
USER_1,2024-08-14,21:28:16,MobileMoney,transfert,IN,40800.0,XAF,43294.0,Vous avez recu 40800 XAF de [CONTACT_3B5F] ([PHONE_6074]) sur votre compte mobile money à 2024-08-14 21:28:15. Message de l'expéditeur: d. Votre nouveau solde: 43294 XAF. FRAIS: FCFA 0. Financial Transaction Id: [PHONE_5305].
USER_1,2024-08-15,10:01:05,MobileMoney,retrait,OUT,40000.0,FCFA,2494.0,"Vous avez effectue avec succes le retrait de 40000 FCFA de votre compte mobi[CONTACT_D918] money, chez  [CONTACT_D918] 2024-08-15 10:01:05. Votre nouveau solde est de:2494 FCFA. Transaction Id: [PHONE_5304]. Profitez du Paiement avec MoMo a ZERO Frais (Achats, Factures, Scolarite MINESEC) et tentez de gagner un MoMoSoukoul : Un Sac toutes les 5 minutes, 50.000F toutes les  heures ou 100.000F toutes les semaines pour tout paiement minimum de 2.500F ! Plus d'infos au 8787 ou WhatsApp [PHONE_8787]"
USER_1,2024-09-22,08:45:36,MobileMoney,transfert,IN,100.0,XAF,2594.0,An adjustment has been made and 100 XAF has been added to your mobile money account 93142019 at 2024-09-22 08:45:35. Message: MOMO GIFT CAMPAIGN. Your new balance: 2594 XAF. Financial Transaction Id: [PHONE_3530].
USER_1,2024-10-03,19:14:31,MobileMoney,transfert,IN,10000.0,XAF,12594.0,Vous avez recu 10000 XAF de [CONTACT_A7F7] ([PHONE_0888]) sur votre compte mobile money à 2024-10-03 19:14:27. Message de l'expéditeur: 1. Votre nouveau solde: 12594 XAF. FRAIS: FCFA 0. Financial Transaction Id: [PHONE_8329].
USER_1,2024-10-16,15:06:42,MobileMoney,transfert,IN,51000.0,XAF,63594.0,Vous avez recu 51000 XAF de [CONTACT_4460] ([PHONE_7372]) sur votre compte mobile money à 2024-10-16 15:06:40. Message de l'expéditeur: achats . Votre nouveau solde: 63594 XAF. FRAIS: FCFA 0. Financial Transaction Id: [PHONE_6643].
USER_1,2024-10-16,17:00:04,MobileMoney,retrait,OUT,50000.0,FCFA,12844.0,"Vous, [USER_1] (237[USER_1_phone]) avez effectue avec succes le retrait de 50000 FCFA de votre compte mobile money, chez [CONTACT_7CD6] CEYDE_CBOX_R1_FOYET [CONTACT_BB1E] ([PHONE_9663]) le 2024-10-16 17:00:02. transaction Id: [PHONE_1385]. Votre nouveau solde: 12844 XAF. Frais: 750 XAF. Profitez du Paiement avec MoMo a ZERO Frais (Achats, Factures, Scolarite MINESEC) et tentez de gagner un MoMoSoukoul : Un Sac toutes les 5 minutes, 50.000F toutes les  heures ou 100.000F toutes les semaines pour tout paiement minimum de 2.500F ! Plus d'infos au 8787 ou WhatsApp [PHONE_8787]"
USER_1,2024-11-08,15:40:41,MobileMoney,transaction,OUT,250.0,XAF,12594.0,"Une transaction de 250 XAF effectuee par MTNC BUNDLES_FORFAITS   (MTN_Bundles) sur votre compte d'argent mobile s'est terminee avec succes a 2024-11-08 15:33:58. Le montant faisait l'objet d'une remise de 0 et de bons de reduction d'une valeur de 0. Message du destinataire du debit : . Votre nouveau solde : 12594 XAF. Les frais s'elevaient a 0 XAF, les frais de fidelite a 0 et la recompense de fidelite a 0. Identifiant de transaction financiere : [PHONE_2811]. ID de transaction externe : 2972160806989225273.  MoMo casse les prix pour ses clients ! Désormais, 25% de baisse sur tous vos retraits. RDV dans vos points MoMo. Plus d'infos au 8787 ou WhatsApp [PHONE_8787]"
USER_1,2024-11-09,10:18:22,MobileMoney,transaction,OUT,250.0,XAF,12344.0,"Une transaction de 250 XAF effectuee par MTNC BUNDLES_FORFAITS   (MTN_Bundles) sur votre compte d'argent mobile s'est terminee avec succes a 2024-11-09 10:18:05. Le montant faisait l'objet d'une remise de 0 et de bons de reduction d'une valeur de 0. Message du destinataire du debit : . Votre nouveau solde : 12344 XAF. Les frais s'elevaient a 0 XAF, les frais de fidelite a 0 et la recompense de fidelite a 0. Identifiant de transaction financiere : [PHONE_0014]. ID de transaction externe : 8362566112729078101.  MoMo casse les prix pour ses clients ! Désormais, 25% de baisse sur tous vos retraits. RDV dans vos points MoMo. Plus d'infos au 8787 ou WhatsApp [PHONE_8787]"
USER_1,2024-11-17,20:00:22,MobileMoney,transaction,OUT,250.0,XAF,12094.0,"Une transaction de 250 XAF effectuee par MTNC BUNDLES_FORFAITS   (MTN_Bundles) sur votre compte d'argent mobile s'est terminee avec succes a 2024-11-17 20:00:19. Le montant faisait l'objet d'une remise de 0 et de bons de reduction d'une valeur de 0. Message du destinataire du debit : . Votre nouveau solde : 12094 XAF. Les frais s'elevaient a 0 XAF, les frais de fidelite a 0 et la recompense de fidelite a 0. Identifiant de transaction financiere : [PHONE_8400]. ID de transaction externe : 8934846596659394632.  MoMo casse les prix pour ses clients ! Désormais, 25% de baisse sur tous vos retraits. RDV dans vos points MoMo. Plus d'infos au 8787 ou WhatsApp [PHONE_8787]"
USER_1,2024-11-19,13:09,MobileMoney,transaction,OUT,500.0,XAF,11594.0,"Une transaction de 500 XAF effectuee par MTNC BUNDLES_FORFAITS   (MTN_Bundles) sur votre compte d'argent mobile s'est terminee avec succes a 2024-11-19 13:08:58. Le montant faisait l'objet d'une remise de 0 et de bons de reduction d'une valeur de 0. Message du destinataire du debit : . Votre nouveau solde : 11594 XAF. Les frais s'elevaient a 0 XAF, les frais de fidelite a 0 et la recompense de fidelite a 0. Identifiant de transaction financiere : [PHONE_7013]. ID de transaction externe : 3108977414603440837.  MoMo casse les prix pour ses clients ! Désormais, 25% de baisse sur tous vos retraits. RDV dans vos points MoMo. Plus d'infos au 8787 ou WhatsApp [PHONE_8787]"
USER_1,2024-11-21,11:26:30,MobileMoney,transfert,OUT,5100.0,FCFA,6444.0,"Transfert de 5100 FCFA effectue avec succes a [CONTACT_574A] epseTCHUDJO ([PHONE_3491]) le 2024-11-21 11:26:28. FRAIS 50 FCFA. transaction Id: [PHONE_8276]. Reference: 1. Nouveau solde est: 6444 FCFA. MoMo casse les prix pour ses clients ! Désormais, 25% de baisse sur tous vos retraits. RDV dans vos points MoMo. Plus d'infos au 8787 ou WhatsApp [PHONE_8787]"
USER_1,2024-12-04,15:57:06,MobileMoney,transaction,OUT,500.0,XAF,5944.0,"Une transaction de 500 XAF effectuee par MTNC BUNDLES_FORFAITS   (MTN_Bundles) sur votre compte d'argent mobile s'est terminee avec succes a 2024-12-04 15:57:03. Le montant faisait l'objet d'une remise de 0 et de bons de reduction d'une valeur de 0. Message du destinataire du debit : . Votre nouveau solde : 5944 XAF. Les frais s'elevaient a 0 XAF, les frais de fidelite a 0 et la recompense de fidelite a 0. Identifiant de transaction financiere : [PHONE_3894]. ID de transaction externe : 7059266562355477995.  Bravo, vous etes eligible a gagner l'un de nos 237 VEHICULES. Multipliez vos chances avec d'autres transactions MoMo d'un montant minimum de 5,237F. Tapez *126#. N'oubliez pas que les frais de Retrait sont desormais reduits de 25%. Plus d'infos au 8787 ou WhatsApp [PHONE_8787]"
USER_1,2024-12-14,08:05:26,MobileMoney,transaction,OUT,500.0,XAF,5444.0,"Une transaction de 500 XAF effectuee par MTNC BUNDLES_FORFAITS   (MTN_Bundles) sur votre compte d'argent mobile s'est terminee avec succes a 2024-12-14 08:04:58. Le montant faisait l'objet d'une remise de 0 et de bons de reduction d'une valeur de 0. Message du destinataire du debit : . Votre nouveau solde : 5444 XAF. Les frais s'elevaient a 0 XAF, les frais de fidelite a 0 et la recompense de fidelite a 0. Identifiant de transaction financiere : [PHONE_6547]. ID de transaction externe : 8327792246692893789.  Bravo, vous etes eligible a gagner l'un de nos 237 VEHICULES. Multipliez vos chances avec d'autres transactions MoMo d'un montant minimum de 5,237F. Tapez *126#. N'oubliez pas que les frais de Retrait sont desormais reduits de 25%. Plus d'infos au 8787 ou WhatsApp [PHONE_8787]"
USER_1,2024-12-18,11:57:40,MobileMoney,transaction,OUT,500.0,XAF,4944.0,"Une transaction de 500 XAF effectuee par MTNC BUNDLES_FORFAITS   (MTN_Bundles) sur votre compte d'argent mobile s'est terminee avec succes a 2024-12-18 11:57:04. Le montant faisait l'objet d'une remise de 0 et de bons de reduction d'une valeur de 0. Message du destinataire du debit : . Votre nouveau solde : 4944 XAF. Les frais s'elevaient a 0 XAF, les frais de fidelite a 0 et la recompense de fidelite a 0. Identifiant de transaction financiere : [PHONE_3783]. ID de transaction externe : 7361285315692646975.  Bravo, vous etes eligible a gagner l'un de nos 237 VEHICULES. Multipliez vos chances avec d'autres transactions MoMo d'un montant minimum de 5,237F. Tapez *126#. N'oubliez pas que les frais de Retrait sont desormais reduits de 25%. Plus d'infos au 8787 ou WhatsApp [PHONE_8787]"
USER_1,2024-12-20,10:01:59,MobileMoney,transaction,OUT,500.0,XAF,4444.0,"Une transaction de 500 XAF effectuee par MTNC BUNDLES_FORFAITS   (MTN_Bundles) sur votre compte d'argent mobile s'est terminee avec succes a 2024-12-20 10:01:48. Le montant faisait l'objet d'une remise de 0 et de bons de reduction d'une valeur de 0. Message du destinataire du debit : . Votre nouveau solde : 4444 XAF. Les frais s'elevaient a 0 XAF, les frais de fidelite a 0 et la recompense de fidelite a 0. Identifiant de transaction financiere : [PHONE_4663]. ID de transaction externe : 8904920595632789926.  Bravo, vous etes eligible a gagner l'un de nos 237 VEHICULES. Multipliez vos chances avec d'autres transactions MoMo d'un montant minimum de 5,237F. Tapez *126#. N'oubliez pas que les frais de Retrait sont desormais reduits de 25%. Plus d'infos au 8787 ou WhatsApp [PHONE_8787]"
USER_1,2024-12-26,21:01:28,MobileMoney,transfert,IN,1100.0,XAF,5544.0,Vous avez recu 1100 XAF de [CONTACT_E0CD] ([PHONE_9615]) sur votre compte mobile money à 2024-12-26 21:01:27. Message de l'expéditeur: 20200. Votre nouveau solde: 5544 XAF. FRAIS: FCFA 0. Financial Transaction Id: [PHONE_9863].
USER_1,2025-01-04,08:29:05,MobileMoney,transaction,OUT,500.0,XAF,5044.0,"Une transaction de 500 XAF effectuee par MTNC BUNDLES_FORFAITS   (MTN_Bundles) sur votre compte d'argent mobile s'est terminee avec succes a 2025-01-04 08:28:58. Le montant faisait l'objet d'une remise de 0 et de bons de reduction d'une valeur de 0. Message du destinataire du debit : . Votre nouveau solde : 5044 XAF. Les frais s'elevaient a 0 XAF, les frais de fidelite a 0 et la recompense de fidelite a 0. Identifiant de transaction financiere : [PHONE_9726]. ID de transaction externe : 4854822357671296597. Loi de Finances 2025: Les frais de transfert et de retrait incluent une taxe de 0,2% du montant de la transaction desormais majorée de 4FCFA. Plus d'info au 8787."
USER_1,2025-01-11,16:02:18,MobileMoney,transaction,OUT,500.0,XAF,4544.0,"Une transaction de 500 XAF effectuee par MTNC BUNDLES_FORFAITS   (MTN_Bundles) sur votre compte d'argent mobile s'est terminee avec succes a 2025-01-11 16:02:09. Le montant faisait l'objet d'une remise de 0 et de bons de reduction d'une valeur de 0. Message du destinataire du debit : . Votre nouveau solde : 4544 XAF. Les frais s'elevaient a 0 XAF, les frais de fidelite a 0 et la recompense de fidelite a 0. Identifiant de transaction financiere : [PHONE_9709]. ID de transaction externe : 7750510949753355158. Loi de Finances 2025: Les frais de transfert et de retrait incluent une taxe de 0,2% du montant de la transaction desormais majorée de 4FCFA. Plus d'info au 8787."
USER_1,2025-01-17,14:36:43,MobileMoney,transaction,OUT,500.0,XAF,4044.0,"Une transaction de 500 XAF effectuee par MTNC BUNDLES_FORFAITS   (MTN_Bundles) sur votre compte d'argent mobile s'est terminee avec succes a 2025-01-17 14:36:33. Le montant faisait l'objet d'une remise de 0 et de bons de reduction d'une valeur de 0. Message du destinataire du debit : . Votre nouveau solde : 4044 XAF. Les frais s'elevaient a 0 XAF, les frais de fidelite a 0 et la recompense de fidelite a 0. Identifiant de transaction financiere : [PHONE_7222]. ID de transaction externe : 4667079146862069219. Loi de Finances 2025: Les frais de transfert et de retrait incluent une taxe de 0,2% du montant de la transaction desormais majorée de 4FCFA. Plus d'info au 8787."
USER_1,2025-01-17,16:21:50,MobileMoney,retrait,OUT,100.0,XAF,3944.0,An adjustment has been made and 100 XAF has been withdrawn from your mobile money account 93142019 at 2025-01-17 16:21:50. Your new balance: 3944 XAF. Message: MOMO GIFT CAMPAIGN RECOVERY. Financial Transaction Id: [PHONE_4851].
USER_1,2025-01-26,17:16:05,MobileMoney,transaction,OUT,500.0,XAF,3444.0,"Une transaction de 500 XAF effectuee par MTNC BUNDLES_FORFAITS   (MTN_Bundles) sur votre compte d'argent mobile s'est terminee avec succes a 2025-01-26 17:16:01. Le montant faisait l'objet d'une remise de 0 et de bons de reduction d'une valeur de 0. Message du destinataire du debit : . Votre nouveau solde : 3444 XAF. Les frais s'elevaient a 0 XAF, les frais de fidelite a 0 et la recompense de fidelite a 0. Identifiant de transaction financiere : [PHONE_7502]. ID de transaction externe : 8535168563407486606. Loi de Finances 2025: Les frais de transfert et de retrait incluent une taxe de 0,2% du montant de la transaction desormais majorée de 4FCFA. Plus d'info au 8787."
USER_1,2025-02-18,10:08:23,MobileMoney,transaction,OUT,500.0,XAF,2944.0,"Une transaction de 500 XAF effectuee par MTNC BUNDLES_FORFAITS   (MTN_Bundles) sur votre compte d'argent mobile s'est terminee avec succes a 2025-02-18 10:07:54. Le montant faisait l'objet d'une remise de 0 et de bons de reduction d'une valeur de 0. Message du destinataire du debit : . Votre nouveau solde : 2944 XAF. Les frais s'elevaient a 0 XAF, les frais de fidelite a 0 et la recompense de fidelite a 0. Identifiant de transaction financiere : [PHONE_9784]. ID de transaction externe : 8563164310250962667. Loi de Finances 2025: Les frais de transfert et de retrait incluent une taxe de 0,2% du montant de la transaction desormais majorée de 4FCFA. Plus d'info au 8787."
USER_1,2025-02-18,19:34:26,MobileMoney,transfert,IN,30000.0,XAF,32944.0,Vous avez recu 30000 XAF de ANNICK [CONTACT_4EC6] ([PHONE_1940]) sur votre compte mobile money à 2025-02-18 19:34:26. Message de l'expéditeur: T. Levi. Votre nouveau solde: 32944 XAF. FRAIS: FCFA 0. Financial Transaction Id: [PHONE_4832].
USER_1,2025-02-19,08:56:13,MobileMoney,transfert,IN,51000.0,XAF,83944.0,Vous avez recu 51000 XAF de [CONTACT_9162] ([PHONE_9695]) sur votre compte mobile money à 2025-02-19 08:56:13. Message de l'expéditeur: 0000. Votre nouveau solde: 83944 XAF. FRAIS: FCFA 0. Financial Transaction Id: [PHONE_5260].
USER_1,2025-02-20,09:53:06,MobileMoney,retrait,OUT,80000.0,FCFA,2740.0,"Vous avez effectue avec succes le retrait de 80000 FCFA de votre compte mobi[CONTACT_D918] money  chez  [CONTACT_D918] 2025-02-20 09:52:40. Votre nouveau solde est de:2740 FCFA. Transaction Id: [PHONE_1218]. Loi de Finances 2025: Les frais de transfert et de retrait incluent une taxe de 0,2% du montant de la transaction desormais majorée de 4FCFA. Plus d'info au 8787."
USER_1,2025-02-23,10:14:41,MobileMoney,transfert,IN,5000.0,XAF,7740.0,Vous avez recu 5000 XAF de ANNICK [CONTACT_4EC6] ([PHONE_1940]) sur votre compte mobile money à 2025-02-23 10:14:41. Message de l'expéditeur: 1. Votre nouveau solde: 7740 XAF. FRAIS: FCFA 0. Financial Transaction Id: [PHONE_8536].
USER_1,2025-02-23,16:50:55,MobileMoney,transfert,OUT,3700.0,FCFA,3986.0,"Transfert de 3700 FCFA effectue avec succes a [CONTACT_B75B] ([PHONE_7187]) le 2025-02-23 16:50:54. FRAIS 54 FCFA. transaction Id: [PHONE_7292]. Reference: 1. Nouveau solde est: 3986 FCFA. Loi de Finances 2025: Les frais de transfert et de retrait incluent une taxe de 0,2% du montant de la transaction desormais majorée de 4FCFA. Plus d'info au 8787."
